idImpianto,Gestore,Bandiera,Tipo Impianto,Nome Impianto,Indirizzo,Comune,Provincia,Latitudine,Longitudine,,,
11123,MARASCO GIUSEPPE,Total Erg,Altro,TOTAL ERG,CORSO ASTI 100 14049,NIZZA MONFERRATO,AT,44.7728424658874,8.349747802238426,,,
31861,IVALDI FRANCESCA,Total Erg,Altro,totalerg di francesca ivaldi,VIA MARIO TACCA 92 14049,NIZZA MONFERRATO,AT,44.778893843525786,8.367672127647438,,,
10908,BUSUIOC CLAUDIU CRISTINEL,Pompe Bianche,Altro,Easy Fuel,via asti 13 14026,PIOVA' MASSAIA,AT,45.0430322051441,8.04238110780716,,,
7206,BIGONI MARCO,Tamoil,Altro,tamoil,S.P. 21 KM 42 S.N. 14020,ROBELLA,AT,45.092792136593545,8.089529733599079,,,
25414,BEZZATO GUIDO,Esso,Altro,ESSO DI BEZZATO GUIDO,STRADA PROVINCIALE PER NIZZA SNC 14030,ROCCHETTA TANARO,AT,44.85965773924872,8.346622735261917,,,
24182,C.M.C. SNC DI BRIGNOLO CRISTIANO E C.,Tamoil,Altro,BAR STAZIONE SERVIZIO TAMOIL,via trento 44 14015,SAN DAMIANO D'ASTI,AT,44.84445107005732,8.070433763229403,,,
26583,MURIALDO MARISA,Api-Ip,Altro,ip - murialdo marisa,CORSO ROMA 61 14015,SAN DAMIANO D'ASTI,AT,44.831450682936534,8.06302388703591,,,
33058,RETITALIA  S.P.A.,Retitalia,Altro,San Damiano D'Asti,Regione san vincenzo 3 14015,SAN DAMIANO D'ASTI,AT,44.823891765664854,8.055342882871628 ,,,
30453,IP SERVICES S.R.L.,Api-Ip,Altro,SAN DAMIANO D'ASTI - ROMA,corso roma 46 14015,SAN DAMIANO D'ASTI,AT,44.83078765743125,8.062465488910675,,,
22585,BERTA RENATO,Q8,Altro,STAZIONE SHELL,VIA ASTI 7 14015,SAN DAMIANO D'ASTI,AT,44.836644337366415,8.067867925270093,,,
25559,PAGLIARINO CLAUDIO BARTOLOMEO,Api-Ip,Altro,PAGLIARINO CLAUDIO,REGIONE LEISO 46. 14050,SAN MARZANO OLIVETO,AT,44.75692090139907,8.281722664833069,,,
22768,MURIALDO CHRISTIAN,Esso,Altro,STAZIONE ESSO MURIALDO,VIA DEL PIANO 21 14010,SAN PAOLO SOLBRITO,AT,44.9507293525207,7.969199559524554,,,
33219,MONTANELLA & C. SNC DI MONTANELLA LUIGI & FRANCA & C.,Agip Eni,Altro,01481 MONTANELLA & C. SNC ,REGIONE PIEVE 47 14018,VILLAFRANCA D'ASTI,AT,44.91180169232561,8.040419071912766,,,
17007,MASSASSO BRUNO,Total Erg,Strada Statale,TotalErg,Statale 10 Padana Inferiore. Km. 27. dir. Torino 14018,VILLAFRANCA D'ASTI,AT,44.91297142254006,8.038246205407859,,,
30716,EREDI CAMPIDONICO - S.P.A.,Total Erg,Altro,distributore EREDI CAMPIDONICO SPA VILLANOVA ,s.p. 2  villanova  - buttigliera km 33+965  14019,VILLANOVA D'ASTI,AT,44.958173560733016,7.947149276733398,,,
7867,SCUZZARELLA SILVIO,Agip Eni,Strada Statale,eni,Statale 10 Padana Inferiore. Km. 26. dir. chieri 14019,VILLANOVA D'ASTI,AT,44.94343432796177,7.931632697582245,,,
10194,RUTIGLIANO NICOLA,Agip Eni,Strada Statale,Stazione di servizio Eni Villanova d'Asti di Rutigliano Nicola,Statale 10 Padana Inferiore. Km. 35.1. dir. Asti 14019,VILLANOVA D'ASTI,AT,44.93671047762036,7.948369579806467,,,
29647,SIRTAM S.P.A.,Total Erg,Altro,VILLANOVA D'ASTI,S.P. PER POIRINO 44 14019,VILLANOVA D'ASTI,AT,44.941073899594166,7.921306863427162,,,
24782,PETROL JOLLY S.R.L.,Api-Ip,Autostradale,VILLANOVA NORD,Autostrada A21 TORINO-PIACENZA. Km. 13. dir. ovest 14019,VILLANOVA D'ASTI,AT,44.950396580032915,7.9516929388046265,,,
3843,ENI RETE OIL&NONOIL S.P.A.,Agip Eni,Autostradale,VILLANOVA SUD,Autostrada A21 TORINO-PIACENZA. Km. 13.052. dir. Est 14019,VILLANOVA D'ASTI,AT,44.94937835000906,7.952052354812622,,,
29650,PENTA PETROLI SRL,Esso,Altro,AIELLO DEL SABATO,S.P. 64 CONTRADA CAMPI SNC 83020,AIELLO DEL SABATO,AV,40.89255958735012,14.812510684132576,,,
28196,DELTA PETROLI S.A.S. DI FELACO ANTONIO & C.,Pompe Bianche,Altro,Ghepardoil (AV),C.da Casa di Paola sn 83011,ALTAVILLA IRPINA,AV,40.99001939347394,14.79802742600441,,,
17772,LANDOLFI SAVERIO,Api-Ip,Strada Statale,IP-GAS AUTO,Statale 88 dei Due Principati. Km. 47.00. dir. AVELLINO 83011,ALTAVILLA IRPINA,AV,40.98815835921397,14.779768288135529,,,
28111,MARINO VIRGILIO,Api-Ip,Altro,stazione di rifornimento ip,viale san francesco d'assisi  83011,ALTAVILLA IRPINA,AV,41.00384754887801,14.776031970977783,,,
32235,MASTROGIACOMO MICHELE,Q8,Altro,Q8 LOC.SS91 KM.51+860,LOCALITA' SS91 KM.51+860 SNC 83040,ANDRETTA,AV,40.94119360046026,15.327569246292114,,,
23148,DE VITO GAETANO,Pompe Bianche,Altro,DE VITO GAETANO,VIA CIRCUMVALLAZIONE SX 280 83041,AQUILONIA,AV,40.988390788884416,15.478026419878006,,,
27044,*PASCARELLA GERARDA,Api-Ip,Altro,PASCARELLA GERARDA,CORSO V.EMANUELE 36 83041,AQUILONIA,AV,40.98726869498263,15.470119177946117,,,
17361,ATLANTIDE S.A.S. DI TISO MONICA E C.,Q8,Altro,AREA DI SERVIZIO Q8 ATALNTIDE SAS,CONTRADA MADDALENA  83031,ARIANO IRPINO,AV,41.145642444184055,15.082131028175354,,,
14843,BORRIELLO GIANLUIGI,Q8,Altro,area di servizio q8 di borriello gianluigi,via cardito  83031,ARIANO IRPINO,AV,41.133980846451394,15.082504525780678,,,
16458,*BORRIELLO GIOVANNI*,Q8,Altro,AREA DI SERVIZIO Q8BORRIELLO GIOVANNI,VIA NAZIONALE S. ANTONIO  83031,ARIANO IRPINO,AV,41.16068506582254,15.094333067536354,,,
27657,BORRIELLO GIANLUIGI,Pompe Bianche,Altro,distributore gpl borriello gianluigi,cda santa Barbara snc 83031,ARIANO IRPINO,AV,41.12225534706655,15.078590512275696,,,
6867,LI PIZZI CARMINE,Agip Eni,Altro,ENI,VIA CARDITO  83031,ARIANO IRPINO,AV,41.138887683371166,15.082388635412599,,,
8767,DE GRUTTOLA DAVIDE,Esso,Strada Statale,Esso De Gruttola,Statale 90 delle Puglie. Km. 24+600. dir. Foggia 83031,ARIANO IRPINO,AV,41.15835994975656,15.100788474082947,,,
16261,*SCHETTINO FRANCO,Esso,Altro,ESSO Schettino Franco,Via Maddalena ,ariano irpino,AV,41.147110829092725,15.083300471305847,,,
28091,GESARS - GESTIONE AREE DI SERVIZIO S.R.L. DETTA BREVEMENTE GESARS S.R.L.,Q8,Strada Statale,GESARS S.R.L.,Statale 90 delle Puglie. Km. 32+500. dir. Foggia 83031,ARIANO IRPINO,AV,41.19425333977187,15.13766884803772,,,
12784,DE GRUTTOLA FRANCESCO,Api-Ip,Altro,servizio ip,VIA FONTANUOVA  83031,ARIANO IRPINO,AV,41.152611466287006,15.097857329636554,,,
33358,Z.P. PETROLI S.R.L.,Pompe Bianche,Altro,Z.P. PETROLI SRL,S.S. 90 VIA MARTIRI SNC 83031,ARIANO IRPINO,AV,41.16287601946999,15.103337913751602,,,
26640,DE MEO CARMELINA,Api-Ip,Strada Statale,distributore ip,Statale 7 Via Appia. Km. 309. dir. atripalda 83042,ATRIPALDA,AV,40.91739608439485,14.825368523597717,,,
26116,ALTO CARBURANTI S.R.L.,Esso,Altro,ESSO,VIA SAN LORENZO 24 83042,ATRIPALDA,AV,40.922946800835696,14.825056751451143,,,
20140,D'ARGENIO SILVIO GAETANO,Q8,Altro,pv7566,S.S. 7 BIS  83042,ATRIPALDA,AV,40.91178073356024,14.817549884319305,,,
16883,BARATTA S.A.S. DI BARATTA ANTONIO & C.,Esso,Altro,stazione esso Atripalda,VIA MANFREDI 97 83042,ATRIPALDA,AV,40.924116284775046,14.830764457583427,,,
17927,GESTIONE & SERVIZI S.R.L.,Pompe Bianche,Altro,GESTIONE & SERVIZI SRL,Via nazionale delle puglie Km 58+1  83021,AVELLA,AV,40.951269406936476,14.588309526443481,,,
15720,AMATO SANTOLO,Api-Ip,Altro,AVELLINO,Contrada Fontanatetta 24 83100,AVELLINO,AV,40.929371500629365,14.81932282447815,,,
6709,SERVIZI & GESTIONI ITALIA srl,Q8,Altro,AVELLINO VIA F. TEDESCO,VIA F. TEDESCO SNC 83100,AVELLINO,AV,40.92372251983429,14.82066155893017,,,
20817,"*""CECE NICOLA E DIEGO S.N.C.""",Q8,Altro,CECE SNC,VIA MORELLI E SILVATI SNC 83100,AVELLINO,AV,40.91805204350412,14.772965889549255,,,
25512,SAM VINCIGUERRA S.R.L.,Agip Eni,Altro,ENI,VIALE ITALIA 481 83100,AVELLINO,AV,40.90781606934293,14.766097355155921,,,
10922,FILLING STATION DI PASCALE EMILIA,Agip Eni,Altro,ENI S.p.A.,Via Francesco Tedesco  83100,AVELLINO,AV,40.914957770491036,14.81031060218811,,,
17307,FUEL SERVICE S.A.S. DI BARATTA SALVATORE. ELIO E ANTONIO & C.,Esso,Altro,essofuelservice,VIA CONSORTILE SNC 83100,AVELLINO,AV,40.93833715152555,14.824255406856537,,,
31702,IP SERVICE S.R.L.,Q8,Altro,impianto Q8 Avellino Contrada Scrofeta,Stada Provinviale 165 KM 7+700 contrada Scrofeta  83100,AVELLINO,AV,40.93285055100842,14.795733466744423,,,
25562,DISTRIBUZIONE CARBURANTI S.R.L..,Pompe Bianche,Altro,IQ Carburanti,VIA ANNARUMMA 108 83100,AVELLINO,AV,40.92831530306783,14.789365231990814,,,
3686,IRPINIA CARBUROIL S.R.L.,Tamoil,Autostradale,IRPINIA NORD,Autostrada A16 NAPOLI-CANOSA. Km. 44+200. dir. Ovest 83100,AVELLINO,AV,40.926156813840905,14.782506880950905,,,
3780,SPRINT S.R.L.,Total Erg,Autostradale,IRPINIA SUD,Autostrada A16 NAPOLI-CANOSA. Km. 44+200. dir. Est,AVELLINO,AV,40.9261,14.7839,,,
4148,IRPINIA IDROCARBURI S.A.S. DI MATARAZZO EUGENIO & C.,Q8,Altro,Matarazzo Eugenio,VIA PENNINI SNC 83100,AVELLINO,AV,40.92774342547413,14.766004532575607,,,
25516,CASM DI VINCIGUERRA ANGELO & C. S.A.S. IN ABBREVIAZIONE - CASM S.A.S.,Q8,Strada Statale,Q8,Statale 7 bis di Terra di Lavoro. Km. 81 + 113. dir. NordOvest,AVELLINO,AV,40.90512942026127,14.786385297775269,,,
25560,CUCCINIELLO ANTONIO,Q8,Altro,Q8 di Cucciniello Antonio,VIA UMBERTO NOBILE 35 83100,AVELLINO,AV,40.91362630903051,14.766254192293104,,,
26286,DISTRIBUZIONE CARBURANTI S.R.L..,Q8,Altro,Q8 di MAC srl,via De Concilii Località Quattrograne 38 83100,AVELLINO,AV,40.903473582730356,14.79295402765274,,,
12601,SANSEVERINO S.A.S. DI LOMBARDINI ROSALIA & C.,Q8,Altro,Sanseverino s.a.s.,VIA ANNARUMMA 85 83100,AVELLINO,AV,40.92836758649683,14.794882535934448,,,
32344,"*""CECE NICOLA E DIEGO S.N.C.""",Q8,Altro,Stazione di servizio Cece Snc,VIA CIRCUMVALLAZIONE 333 83100,AVELLINO,AV,40.91620916577134,14.801430478692055,,,
24244,GRIMALDI S.R.L.,Agip Eni,Altro,STAZIONE ENI,VIA G. DE CONCILIIS,AVELLINO,AV,40.908896794041794,14.795492260713218,,,
16840,BARATTA S.A.S. DI BARATTA ANTONIO & C.,Esso,Altro,stazione esso via due principati,VIA DUE PRINCIPATI 244 83100,AVELLINO,AV,40.908048523426544,14.796711131930351,,,
13549,ALP DI PASQUALE GIUSEPPE E C. S.A.S.,Q8,Altro,ALP S.A.S.,LOCALITA' LACENO  83043,BAGNOLI IRPINO,AV,40.80851438242077,15.114961937069893,,,
12512,BRANCA ANTONIO,Q8,Altro,DISTRIBUTORE BAGNOLI,VIA F. CIANCIULLI 2 83043,BAGNOLI IRPINO,AV,40.83267980586942,15.07281426441807,,,
32198,CONOIL S.R.L.,Pompe Bianche,Altro,Stazione di servizio CONOIL s.r.l.,CONTRADA TERZI SPINELLI EX S.S.399 SNC 83044,BISACCIA,AV,40.97641696174912,15.41178186533216,,,
27701,SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.,Giap,Altro,VIA PILONE BISACCIA,VIA PILONE  83044,BISACCIA,AV,41.00483796819589,15.382548496127129,,,
13824,FLAMMIA MAURIZIO,Pompe Bianche,Altro,FLAMMIA MAURIZIO,VIA ROMA 422 83032,BONITO,AV,41.09540853857935,14.999500885605812,,,
29649,PENTA PETROLI SRL,Esso,Altro,CALITRI,LOCALITA' SCALO F.S. S.S. 399 KM. 17.6 SNC 83045,CALITRI,AV,40.887421487416425,15.429712459445,,,
31834,VALLARIO LEONARDO,Total Erg,Altro,totalerg, C.DA CROCEPENTA SS399 KM 12+27 1 83045,CALITRI,AV,40.91611897043595,15.41137419641018,,,
13107,PALLANTE LISETTA,Api-Ip,Altro,Imp.Ip Pallante Lisetta,CORSO SANT'ALFONSO SNC 83040,CAPOSELE,AV,40.8178749859668,15.236097201704979,,,
13189,*ROSANIA GEREMIA*,Q8,Altro,Imp.Q8 di Rosania Geremia,VIA MADONNA DELLE GRAZIE  83040,CAPOSELE,AV,40.81205305736218,15.230286195874214,,,
23316,SANTORO PETROLI S.R.L.,Pompe Bianche,Altro,SANTORO PETROLI S.R.L.,CONTRADA FIUMARA 11 83040,CARIFE,AV,41.01783247679952,15.17924778163433,,,
17728,AREA SERVIZIO MAINOLFI DI PARADISO ANTONIO E C. S.A.S. DETTA BREVEMENTE AREA SERVIZIO MAINOLFI S.A.S.,Pompe Bianche,Altro,area servizio mainolfi,contrada mainolfi  83034,CASALBORE,AV,41.227648876767574,15.00013992190361,,,
29648,PENTA PETROLI SRL,Esso,Altro,CASSANO IRPINO,S.S. 7 OFANTINA BIS KM 328+041 SNC 83040,CASSANO IRPINO,AV,40.88386148696783,14.992573410272598,,,
20070,ANDREOTTI PASQUALINA,Pompe Bianche,Altro,STAZIONE Q8 DI ANDREOTTI PASQUALINA,VIA GIOVANNI XXIII 4 83040,CASTEL BARONIA,AV,41.046855633347874,15.185644179582596,,,
13360,COPPOLA GERARDA,Total Erg,Altro, COPPOLA GERARDA,VIA VALLE CAPONE  83040,CASTELFRANCI,AV,40.923427433849525,15.04556380212307,,,
22251,IRPINIA SERVICE S.A.S. DI PERILLO RAFFAELE E C.,Esso,Strada Statale,irpinia service,Statale 400 di Castelvetere. Km. 8+025. dir. castelvetere sul calore 83040,CASTELVETERE SUL CALORE,AV,40.941569439785596,14.969753175973892,,,
25149,ALL RENT SERVICE S.P.A.,Pompe Bianche,Altro,ALL RENT CERVINARA,Via Lagno snc 83012,CERVINARA,AV,41.02792099968763,14.618394296958968,,,
29362,ALL RENT SERVICE S.P.A.,Pompe Bianche,Altro,ALL RENT CERVINARA PIANO D'ARDINE,Via Piano D'Ardine snc 83012,CERVINARA,AV,41.03976678365542,14.61267739534378,,,
31890,SIRYUS S.A.S. DI PIERPAOLO SIRICO & C.,Pompe Bianche,Altro,happy fuel,VIA san marciano SNC 83012,CERVINARA,AV,41.026039247341764,14.61739405989647,,,
31891,SIRYUS S.A.S. DI PIERPAOLO SIRICO & C.,Pompe Bianche,Altro,happy fuel via variante,Via Variante SNC 83012,CERVINARA,AV,41.02187629321547,14.6172646433115,,,
5572,ES.GA. S.N.C. DI GALLO ANGELA & C.,Q8,Altro,q8,via variante. 83012,CERVINARA,AV,41.024488427258646,14.626080393791199,,,
19218,CAMPISANO LUCIANO,Q8,Altro,Campisano Luciano,VIALE SABINO COCCHIA  83020,CESINALI,AV,40.8984025348667,14.825722759483597,,,
32292,TULIMIERO LAURA,Q8,Strada Statale,TULIMIERO LAURA,Statale 400 di Castelvetere. Km. 801. dir. Castelvetere 83040,CHIUSANO DI SAN DOMENICO,AV,40.93127391056448,14.905255436897278,,,
17330,MAR.ELEN. S.A.S. DI GAETA MARCELLO & ULINO ELENA,Q8,Altro,Impianto Q8 di Mar Elen sas,VIA ANGOLO POZZILLO SNC 83020,CONTRADA,AV,40.871896284110036,14.781350120902061,,,
32940,STAZIONE SERVIZIO IP DI MANZIONE LUIGI,Api-Ip,Altro,stazione servizio ip,via sp 88 km 25. 200  83020,CONTRADA,AV,40.87190135465519,14.781352132558823,,,
32049,STRAZZA ANGELO,Esso,Strada Statale,ESSO VIA SS 91 CONZA DELLA CAMPANIA  ,Statale 91 bis Irpina. Km. 64+066. dir. lioni 83040,CONZA DELLA CAMPANIA,AV,40.869697456331025,15.308058857917786,,,
32392,Q8 STAZIONE DI SERVIZIO DI LUIGI MANZI S.R.L.,Q8,Altro,Q8 STAZIONE DI SERVIZIO DI LUIGI MANZI SRL,STRADA COMUNALE AREA PIP SNC 83020,DOMICELLA,AV,40.88178006737465,14.574699327349663,,,
9604,EUROIL S.R.L.,Pompe Bianche,Strada Statale,EUROIL,Statale 90 delle Puglie. Km. 0+810. dir. ARIANO IRPINO 83040,FLUMERI,AV,41.08637791506908,15.105375051498413,,,
16637,"*""VIN PER DISTRIBUTORE DI PERRINA VINCENZO S.N.C.""",Total Erg,Altro,VIN.PER DISTRIBUTORE DI PERRINA V. SNC,C.DA TRE TORRI  83040,FLUMERI,AV,41.08335914236844,15.113440454006195,,,
32293,RUZZA G. & C. S.A.S. DI RUZZA GIORGIA,Pompe Bianche,Strada Statale,Agos Fuel,Statale 164 delle Croci di Acerno. Km. 164. dir. Fontanarosa 83040,FONTANAROSA,AV,41.03436853671355,15.030097946093747,,,
32793,CAPONE DANTE,Esso,Altro,ESSO,VIA F. DE SANCTIS SNC 83040,FONTANAROSA,AV,41.01881620996655,15.018514394760132,,,
19895,SO.I.CO. - SOCIETA' IRPINA COSTRUZIONI - S.A.S. DI ERCOLINO ENRICO E GIOVANNI & C.,Total Erg,Altro,TOTALERG,VIA ANNUNZIATA  83020,FORINO,AV,40.85911646542432,14.750862121582031,,,
22461,*BARRASSO VINCENZA*,Q8,Altro,BARRASSO VINCENZA,Via provinciale 38 83040,FRIGENTO,AV,41.059589887712775,15.09638314847939,,,
8542,CIPRIANO BRUNO,Api-Ip,Strada Statale,STAZIONE IP,Statale 303 del Formicoso. Km. 10.963. dir. GUARDIA LOMBARDI 83040,FRIGENTO,AV,41.00339696699642,15.110315680503845,,,
8634,SAVINO ELIODORO,Q8,Altro,Stazione Q8 di Savino_Eliodoro,LOCALITA' PAGLIARA  S.S.303 KM.12+290  83040,FRIGENTO,AV,40.9984358123962,15.123669491577857,,,
21674,CAPUTO TERESA,Pompe Bianche,Altro,CTOIL-CAPUTO TERESA,PIAZZA VITTORIO VENETO  83040,GESUALDO,AV,41.00555465173481,15.07330628118325,,,
7084,PINTO ALDO,Q8,Altro,PINTO ALDO,VIA ACQUAROTTA 1 83040,GESUALDO,AV,41.00695431050495,15.072118912595897,,,
34236,CAUTILLO MADDALENA,Q8,Altro,AREA DI SERVIZIO CAUTILLO MADDALENA,VIA NAZIONALE BARONIA  83035,GROTTAMINARDA,AV,41.07028940245786,15.073215365409851,,,
34238,CAUTILLO MADDALENA,Q8,Strada Statale,AREA DI SERVIZIO MADDALENA CAUTILLO,Statale 90 delle Puglie. Km. 10. dir. AVELLINO 83035,GROTTAMINARDA,AV,41.06113094899152,15.047479569911957,,,
31747,L.A.S. EUROSERVICE S.R.L.,Pompe Bianche,Altro,AVERSANA PETROLI SRL,VIA VALLE 187 83035,GROTTAMINARDA,AV,41.066765142555845,15.063016265630722,,,
34285,VITALE CARMINE,Esso,Altro,AVERSANA PETROLIO,VIA PONTICELLI 34 83035,GROTTAMINARDA,AV,41.06974746996958,15.07607527077198,,,
11297,DIPRI S.R.L.,Pompe Bianche,Altro,Dipri Grottaminarda,VIA DEI CIPRESSI SNC 83035,GROTTAMINARDA,AV,41.06463286135541,15.054869055747986,,,
34237,CAUTILLO MADDALENA,Q8,Altro,DISTRIBUTORE CAUTILLO,CONTRADA SCHIVITO SNC 83035,GROTTAMINARDA,AV,41.037598620170385,15.043962834710669,,,
29657,FULGORGAS SUD S.R.L.,Q8,Altro,fulgorgas grottaminarda,STRADA PROVINCIALE CARPIGNANO  snc 83035,GROTTAMINARDA,AV,41.049333172340184,15.054017454385757,,,
29732,FULGORGAS SUD S.R.L.,Pompe Bianche,Altro,fulgorgas grottaminarda,STRADA PROVINCIALE CARPIGNANO  snc 83035,GROTTAMINARDA,AV,41.049333172340184,15.054017454385757,,,
28816,PENTA PETROLI SRL,Esso,Altro,GROTTAMINARDA,S.S. 91 LOC. RUVITIELLO  SNC 83035,GROTTAMINARDA,AV,41.06911736646815,15.092556774616241,,,
26020,SOLE ROSA,Esso,Altro,Esso,strada statale 88 km 45 + 163  83010,GROTTOLELLA,AV,40.976989025367565,14.782123267650604,,,
26683,CASTELLANO GIUSEPPINA,Q8,Altro,CASTELLANO GIUSEPPINA,VIA NAZIONALE SNC 83040,GUARDIA LOMBARDI,AV,40.95977496833235,15.208127193206678,,,
28108,DI CONZA ANGELO,Pompe Bianche,Altro,GOIL,RIONE VITTORIO EMANUELE III 57 83046,LACEDONIA,AV,41.05633038097359,15.428130626678467,,,
23507,VOZELLA ANTONELLA,Q8,Altro,Stazione di servizio Q8 Vozella Antonella,VIA CARMINE SNC 83030,LAPIO,AV,40.98095803486488,14.944220982143747,,,
32445,SEPE MARGHERITA,Pompe Bianche,Altro,BUTANGAS di Sepe Margherita,VIA PIGNANIELLO SNC 83023,LAURO,AV,40.887501583195885,14.623326435685158,,,
16053,SEPE S.A.S. DI SEPE MICHELE E C.,Q8,Altro,k8,VIA PRINCIPE AMEDEO  83023,LAURO,AV,40.87879592268405,14.633635506033897,,,
27988,LIONI PETROLI S.R.L.,Esso,Altro,LIONI PETROLI,VIALE DELLE CITTA' GEMELLATE SNC 83047,LIONI,AV,40.87650646626415,15.19508957862854,,,
5329,F.LLI BRAVOCO E C. S.N.C. DI BRAVOCO GIUSEPPE,Q8,Strada Statale,Q8 F.lli Bravoco snc,Statale 7 Via Appia. Km. 34800. dir. Avellino 83047,LIONI,AV,40.88578183453746,15.169423520565033,,,
23317,SANTORO PETROLI S.R.L.,Pompe Bianche,Altro,SANTORO PETROLI S.R.L.-LIONI (AV), SS. 400 KM 33+053 SNC  83047,LIONI,AV,40.89812953447487,15.159062147140503,,,
25950,SORIANO GIUSEPPE,Pompe Bianche,Altro,Soriano Carburanti,Via procisa vecchia ex ss7  83047,LIONI,AV,40.87144818292146,15.200100671129348,,,
25777,SORIANO E DI PAOLO S.R.L.,Q8,Altro,SORIANO E DI PAOLO SRL,VIA PIETRO NITTOLI S.N.C. 83047,LIONI,AV,40.87901963143658,15.179994116944727,,,
31234,SANTORIELLO ANDREA,Q8,Altro,STAZIONE DI SERVIZIO LIONI,"VIA SS OFANTINA VARIANTE ""C"" SNC 83047",LIONI,AV,40.87437695125808,15.176487118005753,,,
26651,PETRILLO FIORE GLAUCO,Agip Eni,Altro,AGIP,VIA VARIANTE EST  83030,MANOCALZATI,AV,40.93954425839254,14.832382500171661,,,
8236,AUTO MARKET - DE PADUA ANNA DI SIRIGNANO MILVA & C. S.A.S. IN ABBREVIAZIONE AUTO MARKET S.A.S.,Esso,Altro,Automarketsas,VIA VARIANTE EST  83030,MANOCALZATI,AV,40.932124587056784,14.83059212565422,,,
26620,BARRASSO CARBURANTI S.R.L.,Api-Ip,Strada Statale,BARRASSOCARBURANTI,Statale 7 bis di Terra di Lavoro. Km. 7+305. dir. avellino 83035,MANOCALZATI,AV,40.93722557906391,14.83199492096901,,,
23588,MARANO E BORRELLI S.R.L.,Agip Eni,Altro,ENI, S.S. OFANTINA SNC  83030,MANOCALZATI,AV,40.9308682244521,14.83266681432724,,,
29550,BARATTA S.A.S. DI BARATTA ANTONIO & C.,Esso,Altro,stazione esso manocalzati(av), S.S.7BIS KM 307+316 SNC 83030,MANOCALZATI,AV,40.94072997130711,14.832673183097768,,,
31936,"*""CENTRO FLAME S.R.L.""",Pompe Bianche,Altro,CENTRO FLAME,VIA PASQUALE STANISLAO MANCINI  83013,MERCOGLIANO,AV,40.91510330164607,14.748700261116028,,,
10882,DI FALCO MODESTINO,Agip Eni,Altro,Eni,VIA N. SANTANGELO  83013,MERCOGLIANO,AV,40.91194613622785,14.747369885444641,,,
5379,GILIBERTI CARBURANTI S.R.L.,Q8,Altro,Stazione di Servizio Q8 Giliberti Carburanti,VIA NICOLA SANTAGELO 25 83013,MERCOGLIANO,AV,40.91621597936952,14.748034652778642,,,
5378,GILIBERTI CARBURANTI S.R.L.,Q8,Altro,Stazione di Servizio Q8 Giliberti Carburanti S.r.l.,VIA NAZIONALE TORRETTE 225 83013,MERCOGLIANO,AV,40.907350382974286,14.753007888793945,,,
19167,DE LUCA                            LUIGI,Esso,Strada Statale,TORRETTE DI MERCOGLIANO,Statale 7 bis di Terra di Lavoro. Km. 78.600. dir. OVEST 83013,MERCOGLIANO,AV,40.90719226651434,14.757987409830093,,,
31513,CAPONE DANTE,Pompe Bianche,Strada Statale,MIRABELLA ECLANO,Statale 90 delle Puglie. Km. 8. dir. AVELLINO 83036,MIRABELLA ECLANO,AV,41.05492474150764,15.015565737806924,,,
29994,SARNI S.R.L.,Pompe Bianche,Autostradale,MIRABELLA NORD,Autostrada A16 NAPOLI-CANOSA. Km. 77300. dir. NORD 83036,MIRABELLA ECLANO,AV,41.06093679738618,15.014037787914276,,,
3838,GENZALE GESTIONI S.R.L.,Q8,Autostradale,MIRABELLA SUD,Autostrada A16 NAPOLI-CANOSA. Km. 77+300. dir. Est 83036,MIRABELLA ECLANO,AV,41.06010808976717,15.014185830688461,,,
11097,MOSCARITOLO BERNARDINO,Q8,Altro,MOSCARITOLO BERNARDINO,VIA COLORI 42 83036,MIRABELLA ECLANO,AV,41.04431560317167,14.996916801852421,,,
6250,F.C. PETROLI DI FERRAGAMO NICOLA E ROBERTO E C. S.A.S.,Esso,Strada Statale,Stazione Esso,Statale 90 delle Puglie. Km. 1.955. dir. Mirabella eclano 83036,MIRABELLA ECLANO,AV,41.0527555629568,14.958488835029584,,,
27103,"*""F.LLI TAMMARO FU RAFFAELE DI BRUNO E GERARDO TAMMARO S.N.C.""",Pompe Bianche,Strada Statale,TAM - Full Service Station,Statale 90 delle Puglie. Km. 4+700. dir. lato destro 83036,MIRABELLA ECLANO,AV,41.06105895119791,14.98722106218338,,,
32359,EREDI DI FIERRO ARMANDO DI ANTONIO FIERRO & C. S.A.S. - SOCIETA' IN ACCOMANDITA SEMPLICE,Pompe Bianche,Altro,Eredi Fierro Armando di Antonio Fierro & C. SAS,VIALE EUROPA 15 83037,MONTECALVO IRPINO,AV,41.19691442905453,15.03475584089756,,,
32322,IL TRAPPETO S.R.L.,Pompe Bianche,Altro,IL TRAPPETO,VIA CUPA DI GAZZELLA 5 83037,MONTECALVO IRPINO,AV,41.19977399552061,15.035436451435089,,,
13347,IRPINIA CARBURANTI E LUBRIFICANTI S.R.L.,Total Erg,Altro,IrpiniaCarburanti S.r.l,VIA DEI MILLE 10 83037,MONTECALVO IRPINO,AV,41.19537308927825,15.040686875581741,,,
31114,MILLENIUM PETROLI S.R.L.,Pompe Bianche,Altro,millenium petroli, C.DA MALVIZZA SNC 83037,MONTECALVO IRPINO,AV,41.24698266683166,15.064166933298111,,,
